,Code du departement,Libelle du departement,Code de la circonscription,Libelle de la circonscription,Code de la commune,Libelle de la commune,Code du b.vote,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprimes,% Exp/Ins,% Exp/Vot,No Panneau,Sexe,Nom,Prenom,Voix,% Voix/Ins,% Voix/Exp,No Panneau2,Sexe2,Nom2,Prenom2,Voix2,% Voix/Ins2,% Voix/Exp2
51675,75.0,Paris,5,5eme circonscription,56,Paris,315.0,1454,278,"19,12",1176,"80,88",54,"3,71","4,59",21,"1,44","1,79",1101,"75,72","93,62",1,M,MACRON,Emmanuel,1025,"70,5","93,1",2,F,LE PEN,Marine,76,"5,23","6,9"
51676,75.0,Paris,5,5eme circonscription,56,Paris,1001.0,1468,341,"23,23",1127,"76,77",56,"3,81","4,97",9,"0,61","0,8",1062,"72,34","94,23",1,M,MACRON,Emmanuel,994,"67,71","93,6",2,F,LE PEN,Marine,68,"4,63","6,4"
51677,75.0,Paris,5,5eme circonscription,56,Paris,1002.0,1616,326,"20,17",1290,"79,83",50,"3,09","3,88",8,"0,5","0,62",1232,"76,24","95,5",1,M,MACRON,Emmanuel,1155,"71,47","93,75",2,F,LE PEN,Marine,77,"4,76","6,25"
51678,75.0,Paris,5,5eme circonscription,56,Paris,1003.0,1475,285,"19,32",1190,"80,68",46,"3,12","3,87",10,"0,68","0,84",1134,"76,88","95,29",1,M,MACRON,Emmanuel,1058,"71,73","93,3",2,F,LE PEN,Marine,76,"5,15","6,7"
51679,75.0,Paris,5,5eme circonscription,56,Paris,1004.0,1355,259,"19,11",1096,"80,89",39,"2,88","3,56",15,"1,11","1,37",1042,"76,9","95,07",1,M,MACRON,Emmanuel,965,"71,22","92,61",2,F,LE PEN,Marine,77,"5,68","7,39"
51680,75.0,Paris,5,5eme circonscription,56,Paris,1005.0,1290,205,"15,89",1085,"84,11",29,"2,25","2,67",13,"1,01","1,2",1043,"80,85","96,13",1,M,MACRON,Emmanuel,993,"76,98","95,21",2,F,LE PEN,Marine,50,"3,88","4,79"
51681,75.0,Paris,5,5eme circonscription,56,Paris,1006.0,1391,223,"16,03",1168,"83,97",63,"4,53","5,39",13,"0,93","1,11",1092,"78,5","93,49",1,M,MACRON,Emmanuel,1026,"73,76","93,96",2,F,LE PEN,Marine,66,"4,74","6,04"
51682,75.0,Paris,5,5eme circonscription,56,Paris,1007.0,1337,253,"18,92",1084,"81,08",43,"3,22","3,97",12,"0,9","1,11",1029,"76,96","94,93",1,M,MACRON,Emmanuel,970,"72,55","94,27",2,F,LE PEN,Marine,59,"4,41","5,73"
51683,75.0,Paris,5,5eme circonscription,56,Paris,1008.0,1562,333,"21,32",1229,"78,68",54,"3,46","4,39",14,"0,9","1,14",1161,"74,33","94,47",1,M,MACRON,Emmanuel,1081,"69,21","93,11",2,F,LE PEN,Marine,80,"5,12","6,89"
51684,75.0,Paris,5,5eme circonscription,56,Paris,1009.0,1558,302,"19,38",1256,"80,62",62,"3,98","4,94",13,"0,83","1,04",1181,"75,8","94,03",1,M,MACRON,Emmanuel,1064,"68,29","90,09",2,F,LE PEN,Marine,117,"7,51","9,91"
51685,75.0,Paris,5,5eme circonscription,56,Paris,1010.0,1356,246,"18,14",1110,"81,86",59,"4,35","5,32",25,"1,84","2,25",1026,"75,66","92,43",1,M,MACRON,Emmanuel,976,"71,98","95,13",2,F,LE PEN,Marine,50,"3,69","4,87"
51686,75.0,Paris,5,5eme circonscription,56,Paris,1011.0,1484,263,"17,72",1221,"82,28",68,"4,58","5,57",10,"0,67","0,82",1143,"77,02","93,61",1,M,MACRON,Emmanuel,1056,"71,16","92,39",2,F,LE PEN,Marine,87,"5,86","7,61"
51687,75.0,Paris,5,5eme circonscription,56,Paris,1012.0,1472,318,"21,6",1154,"78,4",42,"2,85","3,64",19,"1,29","1,65",1093,"74,25","94,71",1,M,MACRON,Emmanuel,1027,"69,77","93,96",2,F,LE PEN,Marine,66,"4,48","6,04"
51688,75.0,Paris,5,5eme circonscription,56,Paris,1013.0,1563,420,"26,87",1143,"73,13",46,"2,94","4,02",20,"1,28","1,75",1077,"68,91","94,23",1,M,MACRON,Emmanuel,1009,"64,56","93,69",2,F,LE PEN,Marine,68,"4,35","6,31"
51689,75.0,Paris,5,5eme circonscription,56,Paris,1014.0,1540,349,"22,66",1191,"77,34",55,"3,57","4,62",17,"1,1","1,43",1119,"72,66","93,95",1,M,MACRON,Emmanuel,1035,"67,21","92,49",2,F,LE PEN,Marine,84,"5,45","7,51"
51690,75.0,Paris,5,5eme circonscription,56,Paris,1015.0,1351,262,"19,39",1089,"80,61",60,"4,44","5,51",17,"1,26","1,56",1012,"74,91","92,93",1,M,MACRON,Emmanuel,906,"67,06","89,53",2,F,LE PEN,Marine,106,"7,85","10,47"
51691,75.0,Paris,5,5eme circonscription,56,Paris,1016.0,1388,312,"22,48",1076,"77,52",55,"3,96","5,11",12,"0,86","1,12",1009,"72,69","93,77",1,M,MACRON,Emmanuel,925,"66,64","91,67",2,F,LE PEN,Marine,84,"6,05","8,33"
51692,75.0,Paris,5,5eme circonscription,56,Paris,1017.0,1320,364,"27,58",956,"72,42",62,"4,7","6,49",23,"1,74","2,41",871,"65,98","91,11",1,M,MACRON,Emmanuel,729,"55,23","83,7",2,F,LE PEN,Marine,142,"10,76","16,3"
51693,75.0,Paris,5,5eme circonscription,56,Paris,1018.0,1404,342,"24,36",1062,"75,64",53,"3,77","4,99",10,"0,71","0,94",999,"71,15","94,07",1,M,MACRON,Emmanuel,921,"65,6","92,19",2,F,LE PEN,Marine,78,"5,56","7,81"
51694,75.0,Paris,5,5eme circonscription,56,Paris,1019.0,1180,294,"24,92",886,"75,08",70,"5,93","7,9",26,"2,2","2,93",790,"66,95","89,16",1,M,MACRON,Emmanuel,697,"59,07","88,23",2,F,LE PEN,Marine,93,"7,88","11,77"
51695,75.0,Paris,5,5eme circonscription,56,Paris,1020.0,1355,309,"22,8",1046,"77,2",61,"4,5","5,83",19,"1,4","1,82",966,"71,29","92,35",1,M,MACRON,Emmanuel,885,"65,31","91,61",2,F,LE PEN,Marine,81,"5,98","8,39"
51696,75.0,Paris,5,5eme circonscription,56,Paris,1021.0,1318,358,"27,16",960,"72,84",71,"5,39","7,4",15,"1,14","1,56",874,"66,31","91,04",1,M,MACRON,Emmanuel,794,"60,24","90,85",2,F,LE PEN,Marine,80,"6,07","9,15"
51697,75.0,Paris,5,5eme circonscription,56,Paris,1022.0,1360,283,"20,81",1077,"79,19",50,"3,68","4,64",14,"1,03","1,3",1013,"74,49","94,06",1,M,MACRON,Emmanuel,943,"69,34","93,09",2,F,LE PEN,Marine,70,"5,15","6,91"
51698,75.0,Paris,5,5eme circonscription,56,Paris,1023.0,1214,286,"23,56",928,"76,44",56,"4,61","6,03",8,"0,66","0,86",864,"71,17","93,1",1,M,MACRON,Emmanuel,804,"66,23","93,06",2,F,LE PEN,Marine,60,"4,94","6,94"
51699,75.0,Paris,5,5eme circonscription,56,Paris,1024.0,1306,288,"22,05",1018,"77,95",46,"3,52","4,52",16,"1,23","1,57",956,"73,2","93,91",1,M,MACRON,Emmanuel,889,"68,07","92,99",2,F,LE PEN,Marine,67,"5,13","7,01"
51700,75.0,Paris,5,5eme circonscription,56,Paris,1025.0,1315,280,"21,29",1035,"78,71",72,"5,48","6,96",22,"1,67","2,13",941,"71,56","90,92",1,M,MACRON,Emmanuel,849,"64,56","90,22",2,F,LE PEN,Marine,92,7,"9,78"
51701,75.0,Paris,5,5eme circonscription,56,Paris,1026.0,1238,269,"21,73",969,"78,27",40,"3,23","4,13",20,"1,62","2,06",909,"73,42","93,81",1,M,MACRON,Emmanuel,828,"66,88","91,09",2,F,LE PEN,Marine,81,"6,54","8,91"
51702,75.0,Paris,5,5eme circonscription,56,Paris,1027.0,1414,327,"23,13",1087,"76,87",64,"4,53","5,89",10,"0,71","0,92",1013,"71,64","93,19",1,M,MACRON,Emmanuel,943,"66,69","93,09",2,F,LE PEN,Marine,70,"4,95","6,91"
51703,75.0,Paris,5,5eme circonscription,56,Paris,1028.0,1390,303,"21,8",1087,"78,2",57,"4,1","5,24",17,"1,22","1,56",1013,"72,88","93,19",1,M,MACRON,Emmanuel,941,"67,7","92,89",2,F,LE PEN,Marine,72,"5,18","7,11"
51704,75.0,Paris,5,5eme circonscription,56,Paris,1029.0,1382,232,"16,79",1150,"83,21",46,"3,33",4,8,"0,58","0,7",1096,"79,31","95,3",1,M,MACRON,Emmanuel,1027,"74,31","93,7",2,F,LE PEN,Marine,69,"4,99","6,3"
51705,75.0,Paris,5,5eme circonscription,56,Paris,1030.0,1404,272,"19,37",1132,"80,63",55,"3,92","4,86",15,"1,07","1,33",1062,"75,64","93,82",1,M,MACRON,Emmanuel,969,"69,02","91,24",2,F,LE PEN,Marine,93,"6,62","8,76"
51706,75.0,Paris,5,5eme circonscription,56,Paris,1031.0,1256,227,"18,07",1029,"81,93",58,"4,62","5,64",14,"1,11","1,36",957,"76,19",93,1,M,MACRON,Emmanuel,901,"71,74","94,15",2,F,LE PEN,Marine,56,"4,46","5,85"
51707,75.0,Paris,5,5eme circonscription,56,Paris,1032.0,1250,230,"18,4",1020,"81,6",59,"4,72","5,78",9,"0,72","0,88",952,"76,16","93,33",1,M,MACRON,Emmanuel,882,"70,56","92,65",2,F,LE PEN,Marine,70,"5,6","7,35"
51708,75.0,Paris,5,5eme circonscription,56,Paris,1033.0,1414,278,"19,66",1136,"80,34",58,"4,1","5,11",9,"0,64","0,79",1069,"75,6","94,1",1,M,MACRON,Emmanuel,1001,"70,79","93,64",2,F,LE PEN,Marine,68,"4,81","6,36"
51709,75.0,Paris,5,5eme circonscription,56,Paris,1034.0,1412,275,"19,48",1137,"80,52",60,"4,25","5,28",9,"0,64","0,79",1068,"75,64","93,93",1,M,MACRON,Emmanuel,918,"65,01","85,96",2,F,LE PEN,Marine,150,"10,62","14,04"
51710,75.0,Paris,5,5eme circonscription,56,Paris,1035.0,1288,231,"17,93",1057,"82,07",47,"3,65","4,45",9,"0,7","0,85",1001,"77,72","94,7",1,M,MACRON,Emmanuel,928,"72,05","92,71",2,F,LE PEN,Marine,73,"5,67","7,29"
51711,75.0,Paris,5,5eme circonscription,56,Paris,1036.0,1342,235,"17,51",1107,"82,49",41,"3,06","3,7",11,"0,82","0,99",1055,"78,61","95,3",1,M,MACRON,Emmanuel,1003,"74,74","95,07",2,F,LE PEN,Marine,52,"3,87","4,93"
51712,75.0,Paris,5,5eme circonscription,56,Paris,1037.0,1301,278,"21,37",1023,"78,63",53,"4,07","5,18",16,"1,23","1,56",954,"73,33","93,26",1,M,MACRON,Emmanuel,903,"69,41","94,65",2,F,LE PEN,Marine,51,"3,92","5,35"
51713,75.0,Paris,5,5eme circonscription,56,Paris,1038.0,1519,262,"17,25",1257,"82,75",56,"3,69","4,46",7,"0,46","0,56",1194,"78,6","94,99",1,M,MACRON,Emmanuel,1138,"74,92","95,31",2,F,LE PEN,Marine,56,"3,69","4,69"
51714,75.0,Paris,5,5eme circonscription,56,Paris,1039.0,1593,337,"21,16",1256,"78,84",65,"4,08","5,18",11,"0,69","0,88",1180,"74,07","93,95",1,M,MACRON,Emmanuel,1103,"69,24","93,47",2,F,LE PEN,Marine,77,"4,83","6,53"
51715,75.0,Paris,6,6eme circonscription,56,Paris,1127.0,1625,235,"14,46",1390,"85,54",61,"3,75","4,39",22,"1,35","1,58",1307,"80,43","94,03",1,M,MACRON,Emmanuel,1244,"76,55","95,18",2,F,LE PEN,Marine,63,"3,88","4,82"
51716,75.0,Paris,6,6eme circonscription,56,Paris,1128.0,1607,282,"17,55",1325,"82,45",69,"4,29","5,21",13,"0,81","0,98",1243,"77,35","93,81",1,M,MACRON,Emmanuel,1168,"72,68","93,97",2,F,LE PEN,Marine,75,"4,67","6,03"
51717,75.0,Paris,6,6eme circonscription,56,Paris,1129.0,1677,330,"19,68",1347,"80,32",75,"4,47","5,57",23,"1,37","1,71",1249,"74,48","92,72",1,M,MACRON,Emmanuel,1171,"69,83","93,76",2,F,LE PEN,Marine,78,"4,65","6,24"
51718,75.0,Paris,6,6eme circonscription,56,Paris,1130.0,1807,379,"20,97",1428,"79,03",58,"3,21","4,06",18,1,"1,26",1352,"74,82","94,68",1,M,MACRON,Emmanuel,1263,"69,89","93,42",2,F,LE PEN,Marine,89,"4,93","6,58"
51719,75.0,Paris,6,6eme circonscription,56,Paris,1131.0,1766,498,"28,2",1268,"71,8",65,"3,68","5,13",21,"1,19","1,66",1182,"66,93","93,22",1,M,MACRON,Emmanuel,1087,"61,55","91,96",2,F,LE PEN,Marine,95,"5,38","8,04"
51720,75.0,Paris,6,6eme circonscription,56,Paris,1132.0,1847,481,"26,04",1366,"73,96",68,"3,68","4,98",20,"1,08","1,46",1278,"69,19","93,56",1,M,MACRON,Emmanuel,1207,"65,35","94,44",2,F,LE PEN,Marine,71,"3,84","5,56"
51721,75.0,Paris,6,6eme circonscription,56,Paris,1133.0,1761,322,"18,29",1439,"81,71",23,"1,31","1,6",58,"3,29","4,03",1358,"77,12","94,37",1,M,MACRON,Emmanuel,1265,"71,83","93,15",2,F,LE PEN,Marine,93,"5,28","6,85"
51722,75.0,Paris,6,6eme circonscription,56,Paris,1134.0,1678,376,"22,41",1302,"77,59",71,"4,23","5,45",17,"1,01","1,31",1214,"72,35","93,24",1,M,MACRON,Emmanuel,1087,"64,78","89,54",2,F,LE PEN,Marine,127,"7,57","10,46"
51723,75.0,Paris,6,6eme circonscription,56,Paris,1135.0,1631,301,"18,45",1330,"81,55",58,"3,56","4,36",17,"1,04","1,28",1255,"76,95","94,36",1,M,MACRON,Emmanuel,1182,"72,47","94,18",2,F,LE PEN,Marine,73,"4,48","5,82"
51724,75.0,Paris,6,6eme circonscription,56,Paris,1136.0,1654,324,"19,59",1330,"80,41",53,"3,2","3,98",13,"0,79","0,98",1264,"76,42","95,04",1,M,MACRON,Emmanuel,1180,"71,34","93,35",2,F,LE PEN,Marine,84,"5,08","6,65"
51725,75.0,Paris,6,6eme circonscription,56,Paris,1137.0,1583,288,"18,19",1295,"81,81",61,"3,85","4,71",15,"0,95","1,16",1219,"77,01","94,13",1,M,MACRON,Emmanuel,1139,"71,95","93,44",2,F,LE PEN,Marine,80,"5,05","6,56"
51726,75.0,Paris,6,6eme circonscription,56,Paris,1138.0,1695,317,"18,7",1378,"81,3",71,"4,19","5,15",8,"0,47","0,58",1299,"76,64","94,27",1,M,MACRON,Emmanuel,1196,"70,56","92,07",2,F,LE PEN,Marine,103,"6,08","7,93"
51727,75.0,Paris,6,6eme circonscription,56,Paris,1139.0,1392,295,"21,19",1097,"78,81",58,"4,17","5,29",26,"1,87","2,37",1013,"72,77","92,34",1,M,MACRON,Emmanuel,925,"66,45","91,31",2,F,LE PEN,Marine,88,"6,32","8,69"
51728,75.0,Paris,6,6eme circonscription,56,Paris,1140.0,1514,333,"21,99",1181,"78,01",91,"6,01","7,71",23,"1,52","1,95",1067,"70,48","90,35",1,M,MACRON,Emmanuel,944,"62,35","88,47",2,F,LE PEN,Marine,123,"8,12","11,53"
51729,75.0,Paris,6,6eme circonscription,56,Paris,1141.0,1715,413,"24,08",1302,"75,92",79,"4,61","6,07",30,"1,75","2,3",1193,"69,56","91,63",1,M,MACRON,Emmanuel,1050,"61,22","88,01",2,F,LE PEN,Marine,143,"8,34","11,99"
51730,75.0,Paris,6,6eme circonscription,56,Paris,1142.0,1519,366,"24,09",1153,"75,91",66,"4,34","5,72",20,"1,32","1,73",1067,"70,24","92,54",1,M,MACRON,Emmanuel,932,"61,36","87,35",2,F,LE PEN,Marine,135,"8,89","12,65"
51731,75.0,Paris,6,6eme circonscription,56,Paris,1143.0,1733,348,"20,08",1385,"79,92",80,"4,62","5,78",21,"1,21","1,52",1284,"74,09","92,71",1,M,MACRON,Emmanuel,1190,"68,67","92,68",2,F,LE PEN,Marine,94,"5,42","7,32"
51732,75.0,Paris,6,6eme circonscription,56,Paris,1144.0,1690,327,"19,35",1363,"80,65",75,"4,44","5,5",20,"1,18","1,47",1268,"75,03","93,03",1,M,MACRON,Emmanuel,1180,"69,82","93,06",2,F,LE PEN,Marine,88,"5,21","6,94"
51733,75.0,Paris,6,6eme circonscription,56,Paris,1145.0,1573,344,"21,87",1229,"78,13",57,"3,62","4,64",20,"1,27","1,63",1152,"73,24","93,73",1,M,MACRON,Emmanuel,1063,"67,58","92,27",2,F,LE PEN,Marine,89,"5,66","7,73"
51734,75.0,Paris,6,6eme circonscription,56,Paris,1146.0,1727,418,"24,2",1309,"75,8",87,"5,04","6,65",23,"1,33","1,76",1199,"69,43","91,6",1,M,MACRON,Emmanuel,1058,"61,26","88,24",2,F,LE PEN,Marine,141,"8,16","11,76"
51735,75.0,Paris,6,6eme circonscription,56,Paris,1147.0,1716,350,"20,4",1366,"79,6",80,"4,66","5,86",29,"1,69","2,12",1257,"73,25","92,02",1,M,MACRON,Emmanuel,1138,"66,32","90,53",2,F,LE PEN,Marine,119,"6,93","9,47"
51736,75.0,Paris,6,6eme circonscription,56,Paris,1148.0,1717,313,"18,23",1404,"81,77",71,"4,14","5,06",19,"1,11","1,35",1314,"76,53","93,59",1,M,MACRON,Emmanuel,1203,"70,06","91,55",2,F,LE PEN,Marine,111,"6,46","8,45"
51737,75.0,Paris,6,6eme circonscription,56,Paris,1149.0,1709,313,"18,31",1396,"81,69",68,"3,98","4,87",18,"1,05","1,29",1310,"76,65","93,84",1,M,MACRON,Emmanuel,1184,"69,28","90,38",2,F,LE PEN,Marine,126,"7,37","9,62"
51738,75.0,Paris,6,6eme circonscription,56,Paris,1150.0,1669,289,"17,32",1380,"82,68",63,"3,77","4,57",17,"1,02","1,23",1300,"77,89","94,2",1,M,MACRON,Emmanuel,1216,"72,86","93,54",2,F,LE PEN,Marine,84,"5,03","6,46"
51739,75.0,Paris,6,6eme circonscription,56,Paris,1151.0,1670,346,"20,72",1324,"79,28",65,"3,89","4,91",23,"1,38","1,74",1236,"74,01","93,35",1,M,MACRON,Emmanuel,1158,"69,34","93,69",2,F,LE PEN,Marine,78,"4,67","6,31"
51740,75.0,Paris,6,6eme circonscription,56,Paris,1152.0,1735,318,"18,33",1417,"81,67",58,"3,34","4,09",18,"1,04","1,27",1341,"77,29","94,64",1,M,MACRON,Emmanuel,1266,"72,97","94,41",2,F,LE PEN,Marine,75,"4,32","5,59"
51741,75.0,Paris,6,6eme circonscription,56,Paris,1153.0,1707,277,"16,23",1430,"83,77",79,"4,63","5,52",16,"0,94","1,12",1335,"78,21","93,36",1,M,MACRON,Emmanuel,1240,"72,64","92,88",2,F,LE PEN,Marine,95,"5,57","7,12"
51742,75.0,Paris,6,6eme circonscription,56,Paris,1154.0,1621,365,"22,52",1256,"77,48",56,"3,45","4,46",19,"1,17","1,51",1181,"72,86","94,03",1,M,MACRON,Emmanuel,1069,"65,95","90,52",2,F,LE PEN,Marine,112,"6,91","9,48"
51743,75.0,Paris,6,6eme circonscription,56,Paris,1155.0,1627,298,"18,32",1329,"81,68",67,"4,12","5,04",27,"1,66","2,03",1235,"75,91","92,93",1,M,MACRON,Emmanuel,1151,"70,74","93,2",2,F,LE PEN,Marine,84,"5,16","6,8"
