,Code du departement,Libelle du departement,Code de la circonscription,Libelle de la circonscription,Code de la commune,Libelle de la commune,Code du b.vote,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprimes,% Exp/Ins,% Exp/Vot,No Panneau,Sexe,Nom,Prenom,Voix,% Voix/Ins,% Voix/Exp,No Panneau2,Sexe2,Nom2,Prenom2,Voix2,% Voix/Ins2,% Voix/Exp2
51791,75.0,Paris,2,2eme circonscription,56,Paris,715.0,1446,303,20.95,1143,79.05,51,3.53,4.46,14,0.97,1.22,1078,74.55,94.31,1,M,MACRON,Emmanuel,897,62.03,83.21,2,F,LE PEN,Marine,181,12.52,16.79
51792,75.0,Paris,2,2eme circonscription,56,Paris,716.0,1425,271,19.02,1154,80.98,45,3.16,3.9,17,1.19,1.47,1092,76.63,94.63,1,M,MACRON,Emmanuel,904,63.44,82.78,2,F,LE PEN,Marine,188,13.19,17.22
51793,75.0,Paris,2,2eme circonscription,56,Paris,717.0,1303,261,20.03,1042,79.97,38,2.92,3.65,12,0.92,1.15,992,76.13,95.2,1,M,MACRON,Emmanuel,801,61.47,80.75,2,F,LE PEN,Marine,191,14.66,19.25
51794,75.0,Paris,2,2eme circonscription,56,Paris,718.0,1431,325,22.71,1106,77.29,50,3.49,4.52,14,0.98,1.27,1042,72.82,94.21,1,M,MACRON,Emmanuel,825,57.65,79.17,2,F,LE PEN,Marine,217,15.16,20.83
51795,75.0,Paris,2,2eme circonscription,56,Paris,719.0,1268,255,20.11,1013,79.89,36,2.84,3.55,11,0.87,1.09,966,76.18,95.36,1,M,MACRON,Emmanuel,764,60.25,79.09,2,F,LE PEN,Marine,202,15.93,20.91
51796,75.0,Paris,2,2eme circonscription,56,Paris,720.0,1298,258,19.88,1040,80.12,51,3.93,4.9,14,1.08,1.35,975,75.12,93.75,1,M,MACRON,Emmanuel,791,60.94,81.13,2,F,LE PEN,Marine,184,14.18,18.87
51797,75.0,Paris,2,2eme circonscription,56,Paris,721.0,1449,332,22.91,1117,77.09,55,3.8,4.92,14,0.97,1.25,1048,72.33,93.82,1,M,MACRON,Emmanuel,882,60.87,84.16,2,F,LE PEN,Marine,166,11.46,15.84
51798,75.0,Paris,2,2eme circonscription,56,Paris,722.0,1322,295,22.31,1027,77.69,40,3.03,3.89,13,0.98,1.27,974,73.68,94.84,1,M,MACRON,Emmanuel,782,59.15,80.29,2,F,LE PEN,Marine,192,14.52,19.71
51799,75.0,Paris,2,2eme circonscription,56,Paris,723.0,1211,235,19.41,976,80.59,28,2.31,2.87,12,0.99,1.23,936,77.29,95.9,1,M,MACRON,Emmanuel,748,61.77,79.91,2,F,LE PEN,Marine,188,15.52,20.09
51800,75.0,Paris,2,2eme circonscription,56,Paris,724.0,1148,253,22.04,895,77.96,32,2.79,3.58,5,0.44,0.56,858,74.74,95.87,1,M,MACRON,Emmanuel,715,62.28,83.33,2,F,LE PEN,Marine,143,12.46,16.67
51801,75.0,Paris,2,2eme circonscription,56,Paris,725.0,1247,273,21.89,974,78.11,40,3.21,4.11,9,0.72,0.92,925,74.18,94.97,1,M,MACRON,Emmanuel,780,62.55,84.32,2,F,LE PEN,Marine,145,11.63,15.68
51802,75.0,Paris,3,3eme circonscription,56,Paris,1701.0,1463,284,19.41,1179,80.59,37,2.53,3.14,19,1.3,1.61,1123,76.76,95.25,1,M,MACRON,Emmanuel,989,67.6,88.07,2,F,LE PEN,Marine,134,9.16,11.93
51803,75.0,Paris,3,3eme circonscription,56,Paris,1702.0,1441,291,20.19,1150,79.81,44,3.05,3.83,6,0.42,0.52,1100,76.34,95.65,1,M,MACRON,Emmanuel,999,69.33,90.82,2,F,LE PEN,Marine,101,7.01,9.18
51804,75.0,Paris,3,3eme circonscription,56,Paris,1703.0,1516,295,19.46,1221,80.54,41,2.7,3.36,7,0.46,0.57,1173,77.37,96.07,1,M,MACRON,Emmanuel,1040,68.6,88.66,2,F,LE PEN,Marine,133,8.77,11.34
51805,75.0,Paris,3,3eme circonscription,56,Paris,1704.0,1566,329,21.01,1237,78.99,53,3.38,4.28,13,0.83,1.05,1171,74.78,94.66,1,M,MACRON,Emmanuel,1037,66.22,88.56,2,F,LE PEN,Marine,134,8.56,11.44
51806,75.0,Paris,3,3eme circonscription,56,Paris,1705.0,1491,276,18.51,1215,81.49,51,3.42,4.2,7,0.47,0.58,1157,77.6,95.23,1,M,MACRON,Emmanuel,1037,69.55,89.63,2,F,LE PEN,Marine,120,8.05,10.37
51807,75.0,Paris,3,3eme circonscription,56,Paris,1706.0,1466,274,18.69,1192,81.31,29,1.98,2.43,9,0.61,0.76,1154,78.72,96.81,1,M,MACRON,Emmanuel,1026,69.99,88.91,2,F,LE PEN,Marine,128,8.73,11.09
51808,75.0,Paris,3,3eme circonscription,56,Paris,1707.0,1460,280,19.18,1180,80.82,47,3.22,3.98,13,0.89,1.1,1120,76.71,94.92,1,M,MACRON,Emmanuel,988,67.67,88.21,2,F,LE PEN,Marine,132,9.04,11.79
51809,75.0,Paris,3,3eme circonscription,56,Paris,1708.0,1527,289,18.93,1238,81.07,36,2.36,2.91,6,0.39,0.48,1196,78.32,96.61,1,M,MACRON,Emmanuel,1071,70.14,89.55,2,F,LE PEN,Marine,125,8.19,10.45
51810,75.0,Paris,3,3eme circonscription,56,Paris,1709.0,1605,319,19.88,1286,80.12,61,3.8,4.74,12,0.75,0.93,1213,75.58,94.32,1,M,MACRON,Emmanuel,1095,68.22,90.27,2,F,LE PEN,Marine,118,7.35,9.73
51811,75.0,Paris,3,3eme circonscription,56,Paris,1710.0,1501,315,20.99,1186,79.01,43,2.86,3.63,11,0.73,0.93,1132,75.42,95.45,1,M,MACRON,Emmanuel,1007,67.09,88.96,2,F,LE PEN,Marine,125,8.33,11.04
51812,75.0,Paris,3,3eme circonscription,56,Paris,1711.0,1446,266,18.4,1180,81.6,39,2.7,3.31,15,1.04,1.27,1126,77.87,95.42,1,M,MACRON,Emmanuel,974,67.36,86.5,2,F,LE PEN,Marine,152,10.51,13.5
51813,75.0,Paris,3,3eme circonscription,56,Paris,1712.0,1475,254,17.22,1221,82.78,41,2.78,3.36,25,1.69,2.05,1155,78.31,94.59,1,M,MACRON,Emmanuel,1017,68.95,88.05,2,F,LE PEN,Marine,138,9.36,11.95
51814,75.0,Paris,3,3eme circonscription,56,Paris,1713.0,1672,374,22.37,1298,77.63,48,2.87,3.7,12,0.72,0.92,1238,74.04,95.38,1,M,MACRON,Emmanuel,1076,64.35,86.91,2,F,LE PEN,Marine,162,9.69,13.09
51815,75.0,Paris,3,3eme circonscription,56,Paris,1714.0,1612,341,21.15,1271,78.85,52,3.23,4.09,16,0.99,1.26,1203,74.63,94.65,1,M,MACRON,Emmanuel,1035,64.21,86.03,2,F,LE PEN,Marine,168,10.42,13.97
51816,75.0,Paris,3,3eme circonscription,56,Paris,1715.0,1452,311,21.42,1141,78.58,59,4.06,5.17,15,1.03,1.31,1067,73.48,93.51,1,M,MACRON,Emmanuel,877,60.4,82.19,2,F,LE PEN,Marine,190,13.09,17.81
51817,75.0,Paris,3,3eme circonscription,56,Paris,1716.0,1493,513,34.36,980,65.64,50,3.35,5.1,14,0.94,1.43,916,61.35,93.47,1,M,MACRON,Emmanuel,726,48.63,79.26,2,F,LE PEN,Marine,190,12.73,20.74
51818,75.0,Paris,3,3eme circonscription,56,Paris,1717.0,1612,537,33.31,1075,66.69,65,4.03,6.05,25,1.55,2.33,985,61.1,91.63,1,M,MACRON,Emmanuel,789,48.95,80.1,2,F,LE PEN,Marine,196,12.16,19.9
51819,75.0,Paris,3,3eme circonscription,56,Paris,1718.0,1571,478,30.43,1093,69.57,65,4.14,5.95,23,1.46,2.1,1005,63.97,91.95,1,M,MACRON,Emmanuel,802,51.05,79.8,2,F,LE PEN,Marine,203,12.92,20.2
51820,75.0,Paris,3,3eme circonscription,56,Paris,1719.0,1277,521,40.8,756,59.2,41,3.21,5.42,10,0.78,1.32,705,55.21,93.25,1,M,MACRON,Emmanuel,573,44.87,81.28,2,F,LE PEN,Marine,132,10.34,18.72
51821,75.0,Paris,3,3eme circonscription,56,Paris,1720.0,1368,502,36.7,866,63.3,51,3.73,5.89,16,1.17,1.85,799,58.41,92.26,1,M,MACRON,Emmanuel,579,42.32,72.47,2,F,LE PEN,Marine,220,16.08,27.53
51822,75.0,Paris,3,3eme circonscription,56,Paris,1721.0,1546,404,26.13,1142,73.87,62,4.01,5.43,16,1.03,1.4,1064,68.82,93.17,1,M,MACRON,Emmanuel,926,59.9,87.03,2,F,LE PEN,Marine,138,8.93,12.97
51823,75.0,Paris,3,3eme circonscription,56,Paris,1722.0,1189,328,27.59,861,72.41,46,3.87,5.34,18,1.51,2.09,797,67.03,92.57,1,M,MACRON,Emmanuel,675,56.77,84.69,2,F,LE PEN,Marine,122,10.26,15.31
51824,75.0,Paris,3,3eme circonscription,56,Paris,1723.0,1434,576,40.17,858,59.83,67,4.67,7.81,17,1.19,1.98,774,53.97,90.21,1,M,MACRON,Emmanuel,591,41.21,76.36,2,F,LE PEN,Marine,183,12.76,23.64
51825,75.0,Paris,3,3eme circonscription,56,Paris,1724.0,1170,271,23.16,899,76.84,53,4.53,5.9,5,0.43,0.56,841,71.88,93.55,1,M,MACRON,Emmanuel,723,61.79,85.97,2,F,LE PEN,Marine,118,10.09,14.03
51826,75.0,Paris,3,3eme circonscription,56,Paris,1725.0,2088,630,30.17,1458,69.83,72,3.45,4.94,18,0.86,1.23,1368,65.52,93.83,1,M,MACRON,Emmanuel,1144,54.79,83.63,2,F,LE PEN,Marine,224,10.73,16.37
51827,75.0,Paris,3,3eme circonscription,56,Paris,1726.0,1642,440,26.8,1202,73.2,50,3.05,4.16,14,0.85,1.16,1138,69.31,94.68,1,M,MACRON,Emmanuel,981,59.74,86.2,2,F,LE PEN,Marine,157,9.56,13.8
51828,75.0,Paris,3,3eme circonscription,56,Paris,1727.0,1431,492,34.38,939,65.62,53,3.7,5.64,12,0.84,1.28,874,61.08,93.08,1,M,MACRON,Emmanuel,700,48.92,80.09,2,F,LE PEN,Marine,174,12.16,19.91
51829,75.0,Paris,3,3eme circonscription,56,Paris,1728.0,1611,392,24.33,1219,75.67,56,3.48,4.59,12,0.74,0.98,1151,71.45,94.42,1,M,MACRON,Emmanuel,992,61.58,86.19,2,F,LE PEN,Marine,159,9.87,13.81
51830,75.0,Paris,3,3eme circonscription,56,Paris,1729.0,1706,401,23.51,1305,76.49,47,2.75,3.6,12,0.7,0.92,1246,73.04,95.48,1,M,MACRON,Emmanuel,1092,64.01,87.64,2,F,LE PEN,Marine,154,9.03,12.36
51831,75.0,Paris,3,3eme circonscription,56,Paris,1730.0,1308,308,23.55,1000,76.45,55,4.2,5.5,18,1.38,1.8,927,70.87,92.7,1,M,MACRON,Emmanuel,820,62.69,88.46,2,F,LE PEN,Marine,107,8.18,11.54
51832,75.0,Paris,3,3eme circonscription,56,Paris,1731.0,1463,339,23.17,1124,76.83,53,3.62,4.72,16,1.09,1.42,1055,72.11,93.86,1,M,MACRON,Emmanuel,933,63.77,88.44,2,F,LE PEN,Marine,122,8.34,11.56
51833,75.0,Paris,3,3eme circonscription,56,Paris,1732.0,1482,314,21.19,1168,78.81,51,3.44,4.37,13,0.88,1.11,1104,74.49,94.52,1,M,MACRON,Emmanuel,993,67.0,89.95,2,F,LE PEN,Marine,111,7.49,10.05
51834,75.0,Paris,3,3eme circonscription,56,Paris,1733.0,1478,329,22.26,1149,77.74,66,4.47,5.74,15,1.01,1.31,1068,72.26,92.95,1,M,MACRON,Emmanuel,953,64.48,89.23,2,F,LE PEN,Marine,115,7.78,10.77
51835,75.0,Paris,3,3eme circonscription,56,Paris,1734.0,1489,322,21.63,1167,78.37,42,2.82,3.6,17,1.14,1.46,1108,74.41,94.94,1,M,MACRON,Emmanuel,1001,67.23,90.34,2,F,LE PEN,Marine,107,7.19,9.66
51836,75.0,Paris,3,3eme circonscription,56,Paris,1735.0,1580,313,19.81,1267,80.19,46,2.91,3.63,18,1.14,1.42,1203,76.14,94.95,1,M,MACRON,Emmanuel,1075,68.04,89.36,2,F,LE PEN,Marine,128,8.1,10.64
51837,75.0,Paris,3,3eme circonscription,56,Paris,1838.0,1684,401,23.81,1283,76.19,61,3.62,4.75,16,0.95,1.25,1206,71.62,94.0,1,M,MACRON,Emmanuel,1061,63.0,87.98,2,F,LE PEN,Marine,145,8.61,12.02
51838,75.0,Paris,3,3eme circonscription,56,Paris,1839.0,1786,436,24.41,1350,75.59,68,3.81,5.04,27,1.51,2.0,1255,70.27,92.96,1,M,MACRON,Emmanuel,1109,62.09,88.37,2,F,LE PEN,Marine,146,8.17,11.63
51839,75.0,Paris,3,3eme circonscription,56,Paris,1840.0,1592,347,21.8,1245,78.2,63,3.96,5.06,20,1.26,1.61,1162,72.99,93.33,1,M,MACRON,Emmanuel,1012,63.57,87.09,2,F,LE PEN,Marine,150,9.42,12.91
51840,75.0,Paris,3,3eme circonscription,56,Paris,1841.0,1646,466,28.31,1180,71.69,67,4.07,5.68,22,1.34,1.86,1091,66.28,92.46,1,M,MACRON,Emmanuel,906,55.04,83.04,2,F,LE PEN,Marine,185,11.24,16.96
51841,75.0,Paris,3,3eme circonscription,56,Paris,1842.0,1716,574,33.45,1142,66.55,65,3.79,5.69,16,0.93,1.4,1061,61.83,92.91,1,M,MACRON,Emmanuel,896,52.21,84.45,2,F,LE PEN,Marine,165,9.62,15.55
51842,75.0,Paris,3,3eme circonscription,56,Paris,1843.0,1734,540,31.14,1194,68.86,74,4.27,6.2,16,0.92,1.34,1104,63.67,92.46,1,M,MACRON,Emmanuel,898,51.79,81.34,2,F,LE PEN,Marine,206,11.88,18.66
51843,75.0,Paris,3,3eme circonscription,56,Paris,1844.0,1301,598,45.96,703,54.04,42,3.23,5.97,10,0.77,1.42,651,50.04,92.6,1,M,MACRON,Emmanuel,466,35.82,71.58,2,F,LE PEN,Marine,185,14.22,28.42
51844,75.0,Paris,3,3eme circonscription,56,Paris,1845.0,1614,620,38.41,994,61.59,61,3.78,6.14,24,1.49,2.41,909,56.32,91.45,1,M,MACRON,Emmanuel,763,47.27,83.94,2,F,LE PEN,Marine,146,9.05,16.06
51845,75.0,Paris,3,3eme circonscription,56,Paris,1846.0,1457,368,25.26,1089,74.74,81,5.56,7.44,16,1.1,1.47,992,68.09,91.09,1,M,MACRON,Emmanuel,869,59.64,87.6,2,F,LE PEN,Marine,123,8.44,12.4
51846,75.0,Paris,3,3eme circonscription,56,Paris,1847.0,1322,274,20.73,1048,79.27,38,2.87,3.63,13,0.98,1.24,997,75.42,95.13,1,M,MACRON,Emmanuel,903,68.31,90.57,2,F,LE PEN,Marine,94,7.11,9.43
51847,75.0,Paris,3,3eme circonscription,56,Paris,1848.0,1315,367,27.91,948,72.09,52,3.95,5.49,11,0.84,1.16,885,67.3,93.35,1,M,MACRON,Emmanuel,777,59.09,87.8,2,F,LE PEN,Marine,108,8.21,12.2
51848,75.0,Paris,3,3eme circonscription,56,Paris,1867.0,1449,381,26.29,1068,73.71,56,3.86,5.24,12,0.83,1.12,1000,69.01,93.63,1,M,MACRON,Emmanuel,875,60.39,87.5,2,F,LE PEN,Marine,125,8.63,12.5
51849,75.0,Paris,4,4eme circonscription,56,Paris,1653.0,1488,392,26.34,1096,73.66,36,2.42,3.28,8,0.54,0.73,1052,70.7,95.99,1,M,MACRON,Emmanuel,875,58.8,83.17,2,F,LE PEN,Marine,177,11.9,16.83
51850,75.0,Paris,4,4eme circonscription,56,Paris,1654.0,1470,415,28.23,1055,71.77,33,2.24,3.13,11,0.75,1.04,1011,68.78,95.83,1,M,MACRON,Emmanuel,838,57.01,82.89,2,F,LE PEN,Marine,173,11.77,17.11
51851,75.0,Paris,4,4eme circonscription,56,Paris,1655.0,1658,395,23.82,1263,76.18,56,3.38,4.43,14,0.84,1.11,1193,71.95,94.46,1,M,MACRON,Emmanuel,1000,60.31,83.82,2,F,LE PEN,Marine,193,11.64,16.18
51852,75.0,Paris,4,4eme circonscription,56,Paris,1656.0,1518,402,26.48,1116,73.52,31,2.04,2.78,14,0.92,1.25,1071,70.55,95.97,1,M,MACRON,Emmanuel,895,58.96,83.57,2,F,LE PEN,Marine,176,11.59,16.43
51853,75.0,Paris,4,4eme circonscription,56,Paris,1657.0,1544,417,27.01,1127,72.99,41,2.66,3.64,10,0.65,0.89,1076,69.69,95.47,1,M,MACRON,Emmanuel,844,54.66,78.44,2,F,LE PEN,Marine,232,15.03,21.56
51854,75.0,Paris,4,4eme circonscription,56,Paris,1658.0,1602,472,29.46,1130,70.54,31,1.94,2.74,7,0.44,0.62,1092,68.16,96.64,1,M,MACRON,Emmanuel,945,58.99,86.54,2,F,LE PEN,Marine,147,9.18,13.46
51855,75.0,Paris,4,4eme circonscription,56,Paris,1659.0,1536,352,22.92,1184,77.08,42,2.73,3.55,11,0.72,0.93,1131,73.63,95.52,1,M,MACRON,Emmanuel,970,63.15,85.76,2,F,LE PEN,Marine,161,10.48,14.24
51856,75.0,Paris,4,4eme circonscription,56,Paris,1660.0,1548,400,25.84,1148,74.16,43,2.78,3.75,9,0.58,0.78,1096,70.8,95.47,1,M,MACRON,Emmanuel,889,57.43,81.11,2,F,LE PEN,Marine,207,13.37,18.89
51857,75.0,Paris,4,4eme circonscription,56,Paris,1661.0,1425,373,26.18,1052,73.82,48,3.37,4.56,13,0.91,1.24,991,69.54,94.2,1,M,MACRON,Emmanuel,815,57.19,82.24,2,F,LE PEN,Marine,176,12.35,17.76
51858,75.0,Paris,4,4eme circonscription,56,Paris,1662.0,1524,374,24.54,1150,75.46,0,0.0,0.0,1150,75.46,100.0,0,0.0,0.0,1,M,MACRON,Emmanuel,0,0.0,0.0,2,F,LE PEN,Marine,0,0.0,0.0
51859,75.0,Paris,4,4eme circonscription,56,Paris,1663.0,1502,399,26.56,1103,73.44,42,2.8,3.81,9,0.6,0.82,1052,70.04,95.38,1,M,MACRON,Emmanuel,855,56.92,81.27,2,F,LE PEN,Marine,197,13.12,18.73
51860,75.0,Paris,4,4eme circonscription,56,Paris,1664.0,1298,344,26.5,954,73.5,29,2.23,3.04,8,0.62,0.84,917,70.65,96.12,1,M,MACRON,Emmanuel,731,56.32,79.72,2,F,LE PEN,Marine,186,14.33,20.28
51861,75.0,Paris,4,4eme circonscription,56,Paris,1665.0,1433,382,26.66,1051,73.34,33,2.3,3.14,6,0.42,0.57,1012,70.62,96.29,1,M,MACRON,Emmanuel,811,56.59,80.14,2,F,LE PEN,Marine,201,14.03,19.86
51862,75.0,Paris,4,4eme circonscription,56,Paris,1666.0,1246,395,31.7,851,68.3,37,2.97,4.35,9,0.72,1.06,805,64.61,94.59,1,M,MACRON,Emmanuel,665,53.37,82.61,2,F,LE PEN,Marine,140,11.24,17.39
51863,75.0,Paris,4,4eme circonscription,56,Paris,1667.0,1385,397,28.66,988,71.34,30,2.17,3.04,12,0.87,1.21,946,68.3,95.75,1,M,MACRON,Emmanuel,794,57.33,83.93,2,F,LE PEN,Marine,152,10.97,16.07
51864,75.0,Paris,4,4eme circonscription,56,Paris,1668.0,1431,450,31.45,981,68.55,43,3.0,4.38,9,0.63,0.92,929,64.92,94.7,1,M,MACRON,Emmanuel,754,52.69,81.16,2,F,LE PEN,Marine,175,12.23,18.84
51865,75.0,Paris,4,4eme circonscription,56,Paris,1736.0,1559,530,34.0,1029,66.0,71,4.55,6.9,15,0.96,1.46,943,60.49,91.64,1,M,MACRON,Emmanuel,725,46.5,76.88,2,F,LE PEN,Marine,218,13.98,23.12
51866,75.0,Paris,4,4eme circonscription,56,Paris,1737.0,1399,294,21.02,1105,78.98,33,2.36,2.99,11,0.79,1.0,1061,75.84,96.02,1,M,MACRON,Emmanuel,886,63.33,83.51,2,F,LE PEN,Marine,175,12.51,16.49
51867,75.0,Paris,4,4eme circonscription,56,Paris,1738.0,1471,419,28.48,1052,71.52,54,3.67,5.13,15,1.02,1.43,983,66.83,93.44,1,M,MACRON,Emmanuel,728,49.49,74.06,2,F,LE PEN,Marine,255,17.34,25.94
51868,75.0,Paris,4,4eme circonscription,56,Paris,1739.0,1446,521,36.03,925,63.97,53,3.67,5.73,28,1.94,3.03,844,58.37,91.24,1,M,MACRON,Emmanuel,587,40.59,69.55,2,F,LE PEN,Marine,257,17.77,30.45
51869,75.0,Paris,4,4eme circonscription,56,Paris,1740.0,1538,369,23.99,1169,76.01,77,5.01,6.59,9,0.59,0.77,1083,70.42,92.64,1,M,MACRON,Emmanuel,827,53.77,76.36,2,F,LE PEN,Marine,256,16.64,23.64
51870,75.0,Paris,4,4eme circonscription,56,Paris,1741.0,1601,360,22.49,1241,77.51,47,2.94,3.79,12,0.75,0.97,1182,73.83,95.25,1,M,MACRON,Emmanuel,963,60.15,81.47,2,F,LE PEN,Marine,219,13.68,18.53
51871,75.0,Paris,4,4eme circonscription,56,Paris,1742.0,1566,336,21.46,1230,78.54,37,2.36,3.01,7,0.45,0.57,1186,75.73,96.42,1,M,MACRON,Emmanuel,1045,66.73,88.11,2,F,LE PEN,Marine,141,9.0,11.89
51872,75.0,Paris,4,4eme circonscription,56,Paris,1743.0,1543,336,21.78,1207,78.22,32,2.07,2.65,8,0.52,0.66,1167,75.63,96.69,1,M,MACRON,Emmanuel,1037,67.21,88.86,2,F,LE PEN,Marine,130,8.43,11.14
51873,75.0,Paris,4,4eme circonscription,56,Paris,1744.0,1586,335,21.12,1251,78.88,31,1.95,2.48,9,0.57,0.72,1211,76.36,96.8,1,M,MACRON,Emmanuel,1048,66.08,86.54,2,F,LE PEN,Marine,163,10.28,13.46
51874,75.0,Paris,4,4eme circonscription,56,Paris,1745.0,1640,326,19.88,1314,80.12,47,2.87,3.58,10,0.61,0.76,1257,76.65,95.66,1,M,MACRON,Emmanuel,1104,67.32,87.83,2,F,LE PEN,Marine,153,9.33,12.17
51875,75.0,Paris,4,4eme circonscription,56,Paris,1746.0,1530,310,20.26,1220,79.74,40,2.61,3.28,14,0.92,1.15,1166,76.21,95.57,1,M,MACRON,Emmanuel,1017,66.47,87.22,2,F,LE PEN,Marine,149,9.74,12.78
51876,75.0,Paris,4,4eme circonscription,56,Paris,1747.0,1452,283,19.49,1169,80.51,51,3.51,4.36,13,0.9,1.11,1105,76.1,94.53,1,M,MACRON,Emmanuel,959,66.05,86.79,2,F,LE PEN,Marine,146,10.06,13.21
51877,75.0,Paris,4,4eme circonscription,56,Paris,1748.0,1465,341,23.28,1124,76.72,37,2.53,3.29,12,0.82,1.07,1075,73.38,95.64,1,M,MACRON,Emmanuel,947,64.64,88.09,2,F,LE PEN,Marine,128,8.74,11.91
51878,75.0,Paris,4,4eme circonscription,56,Paris,1749.0,1395,243,17.42,1152,82.58,46,3.3,3.99,11,0.79,0.95,1095,78.49,95.05,1,M,MACRON,Emmanuel,941,67.46,85.94,2,F,LE PEN,Marine,154,11.04,14.06
51879,75.0,Paris,4,4eme circonscription,56,Paris,1750.0,1517,300,19.78,1217,80.22,42,2.77,3.45,12,0.79,0.99,1163,76.66,95.56,1,M,MACRON,Emmanuel,1025,67.57,88.13,2,F,LE PEN,Marine,138,9.1,11.87
51880,75.0,Paris,4,4eme circonscription,56,Paris,1751.0,1471,302,20.53,1169,79.47,41,2.79,3.51,13,0.88,1.11,1115,75.8,95.38,1,M,MACRON,Emmanuel,980,66.62,87.89,2,F,LE PEN,Marine,135,9.18,12.11
51881,75.0,Paris,4,4eme circonscription,56,Paris,1752.0,1483,327,22.05,1156,77.95,40,2.7,3.46,13,0.88,1.12,1103,74.38,95.42,1,M,MACRON,Emmanuel,947,63.86,85.86,2,F,LE PEN,Marine,156,10.52,14.14
51882,75.0,Paris,4,4eme circonscription,56,Paris,1753.0,1675,365,21.79,1310,78.21,42,2.51,3.21,13,0.78,0.99,1255,74.93,95.8,1,M,MACRON,Emmanuel,1018,60.78,81.12,2,F,LE PEN,Marine,237,14.15,18.88
51883,75.0,Paris,4,4eme circonscription,56,Paris,1754.0,1650,374,22.67,1276,77.33,50,3.03,3.92,12,0.73,0.94,1214,73.58,95.14,1,M,MACRON,Emmanuel,1001,60.67,82.45,2,F,LE PEN,Marine,213,12.91,17.55
51884,75.0,Paris,4,4eme circonscription,56,Paris,1755.0,1599,335,20.95,1264,79.05,41,2.56,3.24,14,0.88,1.11,1209,75.61,95.65,1,M,MACRON,Emmanuel,1034,64.67,85.53,2,F,LE PEN,Marine,175,10.94,14.47
51885,75.0,Paris,4,4eme circonscription,56,Paris,1756.0,1598,373,23.34,1225,76.66,35,2.19,2.86,19,1.19,1.55,1171,73.28,95.59,1,M,MACRON,Emmanuel,1007,63.02,85.99,2,F,LE PEN,Marine,164,10.26,14.01
51886,75.0,Paris,4,4eme circonscription,56,Paris,1757.0,1525,483,31.67,1042,68.33,64,4.2,6.14,10,0.66,0.96,968,63.48,92.9,1,M,MACRON,Emmanuel,728,47.74,75.21,2,F,LE PEN,Marine,240,15.74,24.79
51887,75.0,Paris,4,4eme circonscription,56,Paris,1758.0,1454,400,27.51,1054,72.49,57,3.92,5.41,15,1.03,1.42,982,67.54,93.17,1,M,MACRON,Emmanuel,751,51.65,76.48,2,F,LE PEN,Marine,231,15.89,23.52
51888,75.0,Paris,4,4eme circonscription,56,Paris,1759.0,1532,424,27.68,1108,72.32,38,2.48,3.43,11,0.72,0.99,1059,69.13,95.58,1,M,MACRON,Emmanuel,826,53.92,78.0,2,F,LE PEN,Marine,233,15.21,22.0
51889,75.0,Paris,4,4eme circonscription,56,Paris,1760.0,1489,352,23.64,1137,76.36,44,2.96,3.87,12,0.81,1.06,1081,72.6,95.07,1,M,MACRON,Emmanuel,908,60.98,84.0,2,F,LE PEN,Marine,173,11.62,16.0
51890,75.0,Paris,4,4eme circonscription,56,Paris,1761.0,1504,305,20.28,1199,79.72,46,3.06,3.84,16,1.06,1.33,1137,75.6,94.83,1,M,MACRON,Emmanuel,957,63.63,84.17,2,F,LE PEN,Marine,180,11.97,15.83
51891,75.0,Paris,4,4eme circonscription,56,Paris,1762.0,1498,322,21.5,1176,78.5,44,2.94,3.74,10,0.67,0.85,1122,74.9,95.41,1,M,MACRON,Emmanuel,960,64.09,85.56,2,F,LE PEN,Marine,162,10.81,14.44
51892,75.0,Paris,4,4eme circonscription,56,Paris,1763.0,1515,369,24.36,1146,75.64,41,2.71,3.58,9,0.59,0.79,1096,72.34,95.64,1,M,MACRON,Emmanuel,917,60.53,83.67,2,F,LE PEN,Marine,179,11.82,16.33
51893,75.0,Paris,4,4eme circonscription,56,Paris,1764.0,1562,385,24.65,1177,75.35,63,4.03,5.35,15,0.96,1.27,1099,70.36,93.37,1,M,MACRON,Emmanuel,904,57.87,82.26,2,F,LE PEN,Marine,195,12.48,17.74
51894,75.0,Paris,4,4eme circonscription,56,Paris,1765.0,1399,278,19.87,1121,80.13,32,2.29,2.85,10,0.71,0.89,1079,77.13,96.25,1,M,MACRON,Emmanuel,912,65.19,84.52,2,F,LE PEN,Marine,167,11.94,15.48
51895,75.0,Paris,4,4eme circonscription,56,Paris,1766.0,1763,415,23.54,1348,76.46,48,2.72,3.56,16,0.91,1.19,1284,72.83,95.25,1,M,MACRON,Emmanuel,1099,62.34,85.59,2,F,LE PEN,Marine,185,10.49,14.41
51896,75.0,Paris,4,4eme circonscription,56,Paris,1767.0,1613,327,20.27,1286,79.73,49,3.04,3.81,11,0.68,0.86,1226,76.01,95.33,1,M,MACRON,Emmanuel,1062,65.84,86.62,2,F,LE PEN,Marine,164,10.17,13.38
